uf,tipoImovel,complemento,endereco,codigoMobile,cep,bairro,metragem,numero,codigoExterno,id,DATA_REGARGA,cidade,ativo
CE,APARTAMENTO,AP 403 ED LUIZA GENTIL,R- SORIANO ALBUQUERQUE,,60130160,DIONISIO TORRES,,847,0098,866959,2025-09-23 12:24:13,FORTALEZA,True
CE,CASA                          , ,R TABELIAO FABIAO,,60320010,ALAGADICO                                                       ,,61,1722,142684,2025-09-23 12:24:13,FORTALEZA                                                       ,True
CE,CASA                          , ,R TARCISIO BONFIM,,60155330,PAPICU                                                          ,,95,2680,177939,2025-09-23 12:24:13,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 302 ED MONTREAL,R TAVARES COUTINHO,,60160130,VARJOTA                                                         ,,1699,1538,17872,2025-09-23 12:24:13,FORTALEZA                                                       ,True
CE,,AP 202 ED. MONTREAL II,R TAVARES COUTINHO,,60160130,VARJOTA,,1707,4405,1283378,2025-09-23 12:24:13,FORTALEZA,True
CE,CASA                          , ,R TELES DE SOUSA,,60420620,MONTESE                                                         ,,194,2282,90659,2025-09-23 12:24:13,FORTALEZA                                                       ,True
CE,CASA                          ,A,R TELES DE SOUSA,,60420620,MONTESE                                                         ,,194,2337,90656,2025-09-23 12:24:13,FORTALEZA                                                       ,True
CE,CASA                          , ,R TENENTE AMAURI PIO,,60160090,MEIRELES                                                        ,,54,1569,142650,2025-09-23 12:24:15,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 601 ED GUARANY,R TENENTE BENEVOLO,,60160041,MEIRELES                                                        ,,2026,1077,17914,2025-09-23 12:24:15,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 1703 ED GUARANY RESIDENCE,R TENENTE BENEVOLO,,60160041,MEIRELES                                                        ,,2026,2097,34938,2025-09-23 12:24:15,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 2002 ED GUARANY,R TENENTE BENEVOLO,,60160041,MEIRELES                                                        ,,2026,0310,31804,2025-09-23 12:24:15,FORTALEZA                                                       ,True
CE,APARTAMENTO,AP 1601 ED GUARANY,R- TENENTE BENEVOLO,,60160041,MEIRELES,,2026,3357,638587,2025-09-23 12:24:15,FORTALEZA,True
CE,CASA,ALTOS,R- TEODOMIRO DE CASTRO,,60336010,ALVORO WEYNE,,4132,3583,805657,2025-09-23 12:24:15,FORTALEZA,True
CE,QUITINET                      ,201 A,R TEREZA CRISTINA,,60015140,CENTRO                                                          ,,872,2283,142807,2025-09-23 12:24:15,FORTALEZA                                                       ,True
CE,CASA                          ,                                                                ,R TEREZA CRISTINA,,60015140,CENTRO                                                          ,,1856,2794,200775,2025-09-23 12:24:15,FORTALEZA                                                       ,True
CE,CASA,,R- TEREZA CRISTINA,,60015140,CENTRO,,866,3130,545756,2025-09-23 12:24:15,FORTALEZA ,True
CE,APARTAMENTO                   ,AP 204 ED MICHELANGELO,R THOMAZ POMPEU,,60160080,MEIRELES                                                        ,,162,1424,142611,2025-09-23 12:24:17,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP1203 ED. GERÂNIOS,R THOMAZ POMPEU,,60160080,MEIRELES                                                        ,,144,2211,53546,2025-09-23 12:24:17,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 801 ED HADAR,R TIBURCIO CAVALCANTE,,60125100,ALDEOTA                                                         ,,1445,1079,142517,2025-09-23 12:24:17,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 401 ED VAN DICK,R TIBURCIO CAVALCANTE,,60125100,MEIRELES                                                        ,,771,1472,142621,2025-09-23 12:24:17,FORTALEZA                                                       ,True
CE,PONTO COMERCIAL               , ,R TIBURCIO CAVALCANTE,,60125100,ALDEOTA                                                         ,,1905,2699,183618,2025-09-23 12:24:17,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 602 ED LISBOA                                                ,R TIBURCIO CAVALCANTE,,60125100,ALDEOTA                                                         ,,1848,2750,201198,2025-09-23 12:24:17,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP704 ED JULIA SALLES,R TIBURCIO CAVALCANTE,,60125100,ALDEOTA                                                         ,,2777,2493,110415,2025-09-23 12:24:17,FORTALEZA                                                       ,True
CE,APARTAMENTO                   , ED MAJESTIC APT 301,R TIBURCIO CAVALCANTE,,60125100,ALDEOTA                                                         ,,970,2276,76285,2025-09-23 12:24:17,FORTALEZA                                                       ,True
CE,PONTO COMERCIAL               , ,R TIBURCIO CAVALCANTE,,60125100,ALDEOTA                                                         ,,1919,2698,183861,2025-09-23 12:24:17,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 903 ED NEW LIFE RESIDENCE,R TIBURCIO CAVALCANTE,,60125100,MEIRELES                                                        ,,187,2375,85984,2025-09-23 12:24:17,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 404 ED TIBURCIO CAVALCANTE,R TIBURCIO CAVALCANTE,,60125100,MEIRELES                                                        ,,1020,2163,51490,2025-09-23 12:24:20,FORTALEZA                                                       ,True
CE,PONTO COMERCIAL               ,B,R TIBURCIO CAVALCANTE,,60125100,ALDEOTA                                                         ,,1919,2700,185778,2025-09-23 12:24:20,FORTALEZA                                                       ,True
CE,APARTAMENTO,AP 401 ED BELLE VILLE,R-  TIBURCIO CAVALCANTE,,60125045,ALDEOTA,,847,3865,963469,2025-09-23 12:24:20,FORTALEZA,True
CE,APARTAMENTO,AP 702 ED BOULEVARD DOM LUIZ,R- TIBURCIO CAVALCANTE,,60125100,ALDEOTA,,810,3772,887644,2025-09-23 12:24:20,FORTALEZA,True
CE,APARTAMENTO,AP 306 BL B ED NEW LIFE RESIDENCE,R- TIBURCIO CAVALCANTE,,60125100,ALDEOTA,,187,3388,670538,2025-09-23 12:24:20,FORTALEZA,True
CE,PONTO COMERCIAL,,R- TIBURCIO CAVALCANTE,,60170310,ALDEOTA,,1891,4217,1170199,2025-09-23 12:24:20,FORTALEZA,True
CE,APARTAMENTO,AP 501 ED SOLAR DEL CID,R- TIBURCIO CAVALCANTE,,60125101,DIONISIO TORRES,,2331,4111,1119932,2025-09-23 12:24:20,FORTALEZA,True
CE,APARTAMENTO,AP 603 ED TIBURCIO CAVALCANTE,R- TIBURCIO CAVALCANTE,,60125100,ALDEOTA,,1020,4006,1065098,2025-09-23 12:24:20,FORTALEZA,True
CE,,ED BOULEVARD AP 1302,R TIBURCIO CAVALCANTI,,,MEIRELES,,810,4470,1337882,2025-09-23 12:24:20,Fortaleza,True
CE,CASA                          , ,R TIBURCIO FROTA,,60130300,TAUAPE                                                          ,,630,2008,17762,2025-09-23 12:24:20,FORTALEZA                                                       ,True
CE,CASA                          ,                                                                ,R TIBURCIO FROTA,,60130300,TAUAPE                                                          ,,386,2790,200786,2025-09-23 12:24:22,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 303 BL 02 COND SANTA BARBARA,R TIBURCIO RODRIGUES,,60130450,TAUAPE                                                          ,,100,1932,4789,2025-09-23 12:24:22,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 304 BL 03 COND SANTA BARBARA,R TIBURCIO RODRIGUES,,60130450,TAUAPE                                                          ,,100,1297,44969,2025-09-23 12:24:22,FORTALEZA                                                       ,True
CE,CASA,,R- TIGIPIO,,60066042,PRAIA DE IRACEMA,,89,3432,671154,2025-09-23 12:24:22,FORTALEZA,True
CE,PONTO COMERCIAL               , ,R TOMAS ACIOLI,,60135180,DIONISIO TORRES                                                 ,,1595,1719,4102,2025-09-23 12:24:22,FORTALEZA                                                       ,True
CE,APARTAMENTO,AP 103 BL 2 ED GEMINI,R TOMAS ACIOLI ,,60135180,JOAQUIM TAVORA,,320,3766,876899,2025-09-23 12:24:22,FORTALEZA,True
CE,APARTAMENTO,AP 902 ED URBANO 1060,R- TOMAS ACIOLI,,60135206,DIONISIO TORRES,,1060,4032,1032121,2025-09-23 12:24:25,FORTALEZA,True
CE,CASA                          , ,R TOMAS RODRIGUES,,60175080,ALDEOTA                                                         ,,72,2025,21101,2025-09-23 12:24:25,FORTALEZA                                                       ,True
CE,APARTAMENTO,AP 205 BLOCO B ED ANA TEREZA,R- TOMAZ ACIOLY,,60000000,JOAQUIM TAVORA,,55,3990,992891,2025-09-23 12:24:25,FORTALEZA,True
CE,APARTAMENTO,AP 1300 ED LARA II,R- TORQUATO AGUIAR,,60115010,MEIRELES,,55,3419,664358,2025-09-23 12:24:25,FORTALEZA,True
CE,APARTAMENTO                   ,AP 1903 ED TORRES CAMARA I,R TORRES CAMARA,,60150060,ALDEOTA                                                         ,,891,2557,142972,2025-09-23 12:24:25,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 702 ED TORRES CAMARA I,R TORRES CAMARA,,60150060,ALDEOTA                                                         ,,891,1842,142734,2025-09-23 12:24:25,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 202 ED TORRES CAMARA I,R TORRES CAMARA,,60150060,ALDEOTA                                                         ,,891,1855,142737,2025-09-23 12:24:25,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 502 ED TORRES CAMARA I,R TORRES CAMARA,,60150060,ALDEOTA                                                         ,,891,1841,26206,2025-09-23 12:24:25,FORTALEZA                                                       ,True
CE,PONTO COMERCIAL               , ,R TORRES CAMARA,,60150060,ALDEOTA                                                         ,,425,1657,142674,2025-09-23 12:24:28,FORTALEZA                                                       ,True
CE,CASA                          , ,R TORRES CAMARA,,60150060,ALDEOTA                                                         ,,40,0126,142393,2025-09-23 12:24:28,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 501  ED TORRES CAMARA I,R TORRES CAMARA,,60150060,ALDEOTA                                                         ,,891,1840,90132,2025-09-23 12:24:28,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 102 ED YRAMAIA,R TORRES CAMARA,,60150060,ALDEOTA                                                         ,,1100,1555,142647,2025-09-23 12:24:28,FORTALEZA                                                       ,True
CE,CASA                          , ,R TORRES CAMARA,,60150060,ALDEOTA                                                         ,,30,1856,3935,2025-09-23 12:24:28,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 503  ED TORRES CAMARA I,R TORRES CAMARA,,60150060,ALDEOTA                                                         ,,891,1874,127055,2025-09-23 12:24:28,FORTALEZA                                                       ,True
CE,CASA                          , ,R TRAJANO DE MORAIS,,60861710,PASSARE                                                         ,,810,2148,80792,2025-09-23 12:24:28,FORTALEZA                                                       ,True
CE,APARTAMENTO,AP 202 A RESIDENCIAL PARK STAR,R TRAJANO DE MORAIS,,60861710,PASSARE,,430,3252,580712,2025-09-23 12:24:28,FORTALEZA,True
CE,APARTAMENTO,AP 203A RESIDENCIAL PARK STAR,R- TRAJANO DE MORAIS,,60861710,PASSARE,,430,2898,245622,2025-09-23 12:24:28,FORTALEZA,True
CE,RESIDENCIAL,A,R TUPI,,60520445,JOQUEI CLUBE,0,706,4400,1538371,2025-09-23 12:24:28,FORTALEZA,True
CE,CASA,,R TURQUESA,,60732485,SIQUEIRA,,139,2311,75349,2025-09-23 12:24:32,FORTALEZA,True
CE,APARTAMENTO,"AP 201 BL T , RESID BÚZIOS",RUA 002 DO CONJ MIRASSOL,,60743220,ITAPERI,,99,4086,1065513,2025-09-23 12:24:32,FORTALEZA,True
CE,CASA                          ,CASA 19 BL A COND VILLAGE MONTE PRINCE 1,RUA 03H,,60749050,PREFEITO JOSE WALTER                                            ,,97,2512,135986,2025-09-23 12:24:32,FORTALEZA                                                       ,True
CE,TERRENO                       ,L 21 QD 01,rua 07(LOTEAMENTO SANTIAGO DE COMPOSTELA),,60743815,PASSARE                                                         ,,1,2188,142776,2025-09-23 12:24:32,FORTALEZA                                                       ,True
CE,,,"RUA 102, 219 CONJ TUPAN MIRIN ",,,PARQUE DOIS IRMAOS,,219,4459,1334018,2025-09-23 12:24:32,FORTALEZA ,True
CE,CASA                          ,RESIDENCIAL MARACANAU                                           ,RUA 17 B,,61900000,CAGADO                                                          ,,67,2734,194302,2025-09-23 12:24:32,MARACANAU                                                       ,True
CE,CASA,CONJ CEARA II Q165 ,RUA 717,,60531700,CONJUNTO CEARA II,,65,4323,1235684,2025-09-23 12:24:32,FORTALEZA,True
CE,CASA                          ,,RUA 72,,61900000,JEREISSATI II                                                   ,,284,2431,99305,2025-09-23 12:24:32,MARACANAU                                                       ,True
CE,CASA                          ,A,RUA 8,,61913080,CAGADO                                                          ,,190,1941,6601,2025-09-23 12:24:32,MARACANAU                                                       ,True
CE,CASA                          ,RES MARACANAU II,RUA 8,,61913345,CAGADO                                                          ,,13,2711,186151,2025-09-23 12:24:35,MARACANAU                                                       ,True
CE,CASA,CASA A,RUA 8 - A,,61635230,TABAPUA,90,3,4479,1340080,2025-09-23 12:24:35,CAUCAIA,True
CE,PONTO COMERCIAL,,RUA ABEL GARCIA,,60410760,VILA UNIAO,,911,3574,1101766,2025-09-23 12:24:35,FORTALEZA,True
CE,APARTAMENTO,AP J,RUA ALAMEDA DAS EXTREMOSAS,,60190420,CIDADE 2000,,78,4016,1069215,2025-09-23 12:24:35,FORTALEZA,True
CE,APARTAMENTO,AP 401 BL J ED. TROPICAL RESIDENCE,RUA ALICE,,,CIDADE DOS FUNCIONARIOS,,222,4416,1291768,2025-09-23 12:24:35,FORTALEZA,True
CE,CASA                          ,MUCURIPE,RUA ALMIRANTE HENRIQUE SABOIA,,60192015,COCO                                                            ,,2286,2334,142823,2025-09-23 12:24:35,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 402 BL B ED ONZE DE JULHO,RUA ALMIRANTE HENRIQUE SABOIA,,60192015,COCO                                                            ,,505,2040,63003,2025-09-23 12:24:35,FORTALEZA                                                       ,True
CE,CASA ,,RUA ALMIRANTE RUFINO,,60420312,MONTESE,,1704,4631,1405886,2025-09-23 12:24:35,FOTALEZA,True
CE,CASA                          , ,rua A (LOTEAMENTO EXPEDICIONARIOS),,60761345,PARQUE DOIS IRMÃOS                                              ,,410,2176,56353,2025-09-23 12:24:35,FORTALEZA                                                       ,True
CE,APARTAMENTO,AP 03 TORRE 2 ED ARENA COND CLUBE,RUA AMANCIO PEREIRA,,60861770,PASSARE,48,55,4236,1190024,2025-09-23 12:24:38,FORTALEZA,True
CE,APARTAMENTO,AP 701 ED VILA BEIRUTE,RUA ANA BILHAR ,,60160110,MEIRELES,60,55,4595,1377819,2025-09-23 12:24:38,FORTALEZA,True
CE,APARTAMENTO                   ,AP 301  ED TIAGO GOES BEZERRA III,RUA ANASTACIO MENDES BRAGA,,60813700,ÁGUA FRIA                                                       ,,165,1793,7885,2025-09-23 12:24:38,FORTALEZA                                                       ,True
CE,,ED PIAZZA COLIZEU ,RUA ANTONIO AUGUSTO,,,MEIRELES,,52 AP 2101,4645,1418029,2025-09-23 12:24:38,FORTALEZA,True
CE,APARTAMENTO,AP 1802 ED CONSONATA,RUA ANTONIO AUGUSTO,,60110370,MEIRELES,,120,03434,683940,2025-09-23 12:24:38,FORTALEZA,True
CE,APARTAMENTO,"AP 1803 , ED PIAZZA COLISEU ",RUA ANTONIO AUGUSTO ,,,MEIRELES,,52,4664,1436344,2025-09-23 12:24:38,FORTALEZA,True
CE,PONTO,,RUA ARACAJU,,61905312,PIRATININGA,1085,251,4670,1512267,2025-09-23 12:24:38,MARACANAU,True
CE,,,RUA ARARAQUARA,,60730025,VILA PERI,,281,4780,1490716,2025-09-23 12:24:38,FORTALEZA,True
CE,CASA ,,RUA AUSTRÁLIA ,,60714130,ITAPERI,,660,4869,1520222,2025-09-23 12:24:38,FORTALEZA,True
CE,,AP 1605 TORRE 2 ED SAN GABRIEL,RUA AVELEDO ,,,MESSEJANA ,,501 ,4284,1205679,2025-09-23 12:24:38,FORTALEZA,True
CE,APARTAMENTO                   ,AP 602 TORRE 2 ED SAN FRANCISCO,RUA BATISTA DE OLIVEIRA,,60192340,COCO                                                            ,,668,2017,17917,2025-09-23 12:24:41,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 702 ED BALBOA,RUA BATISTA DE OLIVEIRA,,60192340,COCO                                                            ,,1050,1992,13990,2025-09-23 12:24:41,FORTALEZA                                                       ,True
CE,,,RUA BENJAMIM BRASIL ,,,MONDUBIM ,,714,4593,1381563,2025-09-23 12:24:41,FORTALEZA ,True
CE,APARATMENTO,"AP 302, ED RHONNE",RUA BENTO ALBUQUERQUE,,60192055,COCÓ,,1633,4570,1362008,2025-09-23 12:24:41,FORTALEZA,True
CE,APARTAMENTO,AP 301 BLOCO 07,"RUA BRASILIA ,ED GRAN VILLAGE EUSEBIO  ",,61760000,CENTRO,,279,3993,999880,2025-09-23 12:24:41,FORTALEZA,True
CE,APARTAMENTO                   ,AP 1101 ED PORTAL DE MADRID (PARQUE DEL SOL),RUA BRUNO PORTO,,60824010,CIDADE DOS FUNCIONARIOS                                         ,,555,2408,96548,2025-09-23 12:24:41,FORTALEZA                                                       ,True
CE,RSIDENCIAL,AP 301 ED CAMPOAMOR,RUA CAMPO AMOR ROCHA,,,FATIMA,,230,4348,1247790,2025-09-23 12:24:41,FORTALEZA,True
CE,APARTAMENTO,"AP 403, ED RENATO DE CASTRO",RUA CAPITÃO GUSTAVO,,60120140,JOAQUIM TAVORA,,3361,4698,1453810,2025-09-23 12:24:41,FORTALEZA,True
CE,CASA ,CASA 10,RUA CAPITÃO GUSTAVO (3800),,60120140,TAUAPE,,3796,4125,1096945,2025-09-23 12:24:41,FORTALEZA,True
CE,CASA,CASA 50 VILLAGGIO RAVENNA COND RES,RUA CARMELIA REBOUCAS,,61760000,EUSEBIO,,136,3757,888302,2025-09-23 12:24:43,FORTALEZA,True
CE,RESIDENCIAL,AP 1900 ED SAN PIETRO,RUA CAROLINA SUCUPIRA,,,ALDEOTA,,878,4404,1314495,2025-09-23 12:24:43,FORTALEZA,True
CE,APARTAMENTO,AP 302 BL B COND RESD LEMOS MONTENEGRO,RUA CASIMIRO MONTENEGRO,,60010880,FARIAS BRITO,79,135,4628,1397819,2025-09-23 12:24:43,FORTALEZA,True
CE,CASA ,,RUA CASTRO MONTE,,60175230,VARJOTA,,860,4185,1136867,2025-09-23 12:24:43,FORTALEZA,True
CE,CASA,,RUA CHICO LEMOS,,60822785,CIDADE DOS FUNCIONARIOS,262,542,4881,1528554,2025-09-23 12:24:43,FORTALEZA,True
CE,,ED BUENA VISTA RESIDENCE CLUB-  AP 402 BLOCO BLOCO 8A,RUA CORONEL JOÃO DE OLIVEIRA,,60841820,MESSEJANA,49,1001,4634,1413046,2025-09-23 12:24:43,FORTALEZA,True
CE,APARTAMENTO,AP 1301 ED SANTIAGO DE COMPOSTELA,RUA CORONEL JUCA,,60170320,MEIRELES,80,330,4612,1406139,2025-09-23 12:24:43,FORTALEZA,True
CE,APARTAMENTO,AP 401 ED RAUL FONTENELLE,RUA CORONEL JUCA ,,,MEIRELES,,180,4469,1330370,2025-09-23 12:24:45,FORTALEZA,True
CE,,SALA 305 ED CLINICS COND SAUDE INTEGRADA , RUA CORONEL LINHARES ,,,ALDEOTA ,,1741,4425,1353800,2025-09-23 12:24:45,FORTALEZA ,True
CE,APARTAMENTO,"AP 2101 TORRE A, ED BOSQUE DAS ACACIAS",RUA CORONEL LUIZ DAVID DE SOUZA,,60355337,PRESIDENTE KENNEDY,,102,4687,1446608,2025-09-23 12:24:45,FORTALEZA,True
CE,,"AP 610 , TORRE 02, RES BOSQUE DAS ACÁCIAS","RUA CORONEL LUIZ DAVID DE SOUZA, ",,60355337,PRESIDENTE KENNEDY,,102,4308,1247143,2025-09-23 12:24:45,FORTALEZA,True
CE,,AP 202 TORRE 01 ED JARDIM DAS BROMELIAS ,RUA CORONEL LUIZ DE SOUZA ,,,PRESIDENTE KENNEDY,,105,4460,1325444,2025-09-23 12:24:45,FORTALEZA ,True
CE,APARTAMENTO,AP 301 BL 7 COND VILA ALENCAR,RUA CORONEL OLGEARIO MEMORIA,,60833045,SAPIRANGA,44,1362,4359,1262194,2025-09-23 12:24:45,FORTALEZA,True
CE,,RES RODRIGUES ALBUQUERQUE,RUA CORONEL SOLON ,,,FATIMA,,330 AP 404 BL B,4481,1340370,2025-09-23 12:24:45,FORTALEZA,True
CE,CASA,,RUA COSTA BARROS,,60160280,CENTRO,,917,4692,1469657,2025-09-23 12:24:45,FORTALEZA,True
CE,CASA,,RUA COSTA BARROS,,60160281,ALDEOTA,,404/420,4715,1487357,2025-09-23 12:24:45,FORTALEZA,True
CE,CASA ,ALTOS,RUA CURITIBA ,,60510305,HENRIQUE JORGE ,,502,4389,1446625,2025-09-23 12:24:45,FORTALEZA,True
CE,CASA,,RUA DA ALEGRIA,,61621410,PACHECO,,45,3638,805208,2025-09-23 12:24:47,CAUCAIA,True
CE,APARTAMENTO,AP 603 TORRE B-ED PARK CLUB PASSARÉ,RUA DAS CARNAUBAS,,,PASSARÉ,,777,4601,1398887,2025-09-23 12:24:47,FORTALEZA,True
CE,CASA ,CASA 02 COND PASSARÉ II,RUA DAS OTICICAS,,60743790,PASSARÉ,,677,4109,1093667,2025-09-23 12:24:47,FORTALEZA,True
CE,APARTAMENTO,"AP 1208 TORRE 02, COND TORRE PASSARÉ",RUA DAS OTICICAS,,,PASSARÉ,,111,4694,1454909,2025-09-23 12:24:47,FORTALEZA,True
CE,PONTO,,RUA DESEMBARGADOR FELIX CANDIDO,,60520355,JOQUEI CLUBE,42,744,4644,1424377,2025-09-23 12:24:47,FORTALEZA,True
CE,APARTAMENTO                   ,AP 1205 ED ALTO DO PARQUE(BAIRRO COCO),RUA DEUSDEDIT COSTA SOUZA,,60190740,PAPICU                                                          ,,55,2368,87214,2025-09-23 12:24:47,FORTALEZA                                                       ,True
CE,CASA                          , ,RUA DEUSDEDIT COSTA SOUZA,,60190740,PAPICU                                                          ,,115,1908,142743,2025-09-23 12:24:47,FORTALEZA                                                       ,True
CE,CASA                          ,                                                                ,RUA DEUSDEDIT COSTA SOUZA,,60190740,PAPICU                                                          ,,195,2837,217185,2025-09-23 12:24:47,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP1005  ED ALTO DO PARQUE CONDOMINIO (BAIRRO COCO),RUA DEUSDEDIT COSTA SOUZA,,60190740,PAPICU                                                          ,,55,2357,110149,2025-09-23 12:24:47,FORTALEZA                                                       ,True
CE,CASA,,RUA DEZENOVE DE MARÇO,,60762715,MONDUBIM,52,260,4340,1251108,2025-09-23 12:24:48,FORTALEZA,True
CE,CASA                          ,,RUA DEZESSEIS,,61900000,CONJ INDUSTRIAL                                                 ,,80,2539,142881,2025-09-23 12:24:48,MARACANAU                                                       ,True
CE,CASA,CASA A,RUA DEZESSETE DE JUNHO,,60336390,ALVARO WEYNE,,155,4183,1140545,2025-09-23 12:24:48,FORTALEZA,True
CE,RESIDENCIAL,AP 207 BL B ED DANIEL CARLOS,RUA DO CANAL,,,SÃO GERARDO,,120,4556,1351614,2025-09-23 12:24:48,FORTALEZA,True
CE,APARTAMENTO,AP 210 BL C COND DANIEL CARLOS,RUA DO CANAL,,60415070,SAO GERARDO ,,120,4207,1144904,2025-09-23 12:24:48,FORTALEZA,True
CE,CASA ,,RUA DOM EXPEDITO LOPES,,,DIONISIO TORRES,,2545,4205,1157388,2025-09-23 12:24:48,FORTAELZA,True
CE,APARTAMENTO,"AP 402B , BL 4,COND IDEAL VILA DOS SONHOS",RUA DO MURARÁ,,60872690,MESSEJANA ,,101,4756,1480546,2025-09-23 12:24:48,FORTALEZA,True
CE,APARTAMENTO,COND MIRANTES PASSARE ,RUA DOS MANDACURUS ,,,PASSARE,,501 AP 202 TORRE A ,4578,1367699,2025-09-23 12:24:48,FORTALEZA-CE,True
CE,, ED MARVILLE ,RUA DOUTOR ATUALPA BARBOSA LIMA ,,,MEIRELES ,,840 AP 1404,4292,1211827,2025-09-23 12:24:48,FORTALEZA ,True
CE,SALA,SALA 110 TORRE 1 SUL ED DUETS OFFICE TOWERS,RUA DOUTOR GILBERTO STUDART,,60192105,COCO,40,55,4356,1267319,2025-09-23 12:24:50,FORTALEZA,True
CE,APARTAMENTO,"AP 308 TO 01, ED GIARDINI DI PADOVA",RUA DOUTOR RODRIGUES CODES SANDOVAL,,,MONDUBIM,,250,4371,1270885,2025-09-23 12:24:50,FORTALEZA,True
CE,GALPÃO,,RUA DOUTOR WALTER PORTO ,,60822250,CAMBEBA,,700,4324,1245882,2025-09-23 12:24:50,FORTALEZA,True
CE,APARTAMENTO,AP 203 BL 01,RUA DOZE DE OUTUBRO ,,61900000,PARQUE TIJUCA,,150,3979,1038487,2025-09-23 12:24:50,MARACANAU,True
CE,APARTAMENTO,AP 103,RUA DRAGAO DO MAR,,60060391,PRAIA DE IRACEMA,,454,3152,554125,2025-09-23 12:24:50,FORTALEZA ,True
CE,APARTAMENTO,AP 904 ED STUDIO IRACEMA,RUA DRAGAO DO MAR,,60060390,PRAIA DE IRACEMA,46,372,4775,1487574,2025-09-23 12:24:50,FORTALEZA,True
CE,,AP 205,RUA DRAGAO DO MAR,,60060391,PRAIA DE IRACEMA,,454,3160,547711,2025-09-23 12:24:50,FORTALEZA,True
CE,APARTAMENTO,AP 202,RUA DRAGAO DO MAR,,60060391,PRAIA DE IRACEMA,,454,3149,554126,2025-09-23 12:24:50,FORTALEZA,True
CE,APARTAMENTO,AP 1905 ED STUDIO IRACEMA,RUA DRAGAO DO MAR,,60060391,PRAIA DE IRACEMA,,372,3591,768646,2025-09-23 12:24:50,FORTALEZA,True
CE,APARTAMENTO,AP 204,RUA DRAGAO DO MAR,,60060391,PRAIA DE IRACEMA,,454,3327,621074,2025-09-23 12:24:50,FORTALEZA,True
CE,APARTAMENTO,AP 2105 ED STUDIO IRACEMA,RUA DRAGAO DO MAR,,60060391,PRAIA DE IRACEMA,,372,3592,768647,2025-09-23 12:24:52,FORTALEZA,True
CE,,AP 203,RUA DRAGAO DO MAR,,60060391,PRAIA DE IRACEMA,,454,3150,547241,2025-09-23 12:24:52,FORTALEZA,True
CE,APARTAMENTO,AP 102,RUA DRAGAO DO MAR,,60060391,PRAIA DE IRACEMA,,454,3151,554124,2025-09-23 12:24:52,FORTALEZA ,True
CE,APARTAMENTO,AP 704 ED AQUARIUS,RUA DRAGÃO DO MAR,,60060390,PRAIA DE IRACEMA,38,345,4230,1180748,2025-09-23 12:24:52,FORTALEZA,True
CE,APARTAMENTO,AP 607 ED AQUARIUS,RUA DRAGÃO DO MAR,,60060390,PRAIA DE IRACEMA,70,345,4282,1229746,2025-09-23 12:24:52,FORTALEZA,True
CE,APARTAMENTO,AP 308 RES FORTALEZA FLAT,RUA DR ATUALPA BARBOSA LIMA,,60115015,MEIRELES,80,600,4307,1220282,2025-09-23 12:24:52,FORTALEZA,True
CE,CASA,,RUA E ,,,RACHEL DE QUIEROZ,55,65,4622,1427739,2025-09-23 12:24:52,FORTALEZA,True
CE,APARTAMENTO,AP 901 ED ALVEAR PLAZA,RUA EDUARDO BEZERRA,,60130271,DIONISIO TORRES,148,1200,4383,1275654,2025-09-23 12:24:52,FORTALEZA,True
CE,CASA,B TERREO,RUA EPIFANIO LEITE,,60010580,JACARECANGA,,188,4704,1469707,2025-09-23 12:24:52,FORTALEZA,True
CE,APTO RESIDENCIAL,APTO 104,RUA EPIFÂNIO LEITE ,,60010582,JACAREGANGA,,469,2856,1351106,2025-09-23 12:24:52,FORTALEZA,True
CE,,P.COMERCIAL,RUA ÉRICO MOTA,,,AMADEU FURTADO,,637,3781,1290924,2025-09-23 12:24:54,FORTALEZA,True
CE,CASA,( AV FRANCISCO VALCIR MACHADO 4139) CASA 07 COND VILLAGE ST MARC,RUA ESTRELA DO MAR,,61700000,PORTO DAS DUNAS,192,0,4275,1475106,2025-09-23 12:24:54,AQUIRAZ,True
