codigoExterno,endereco,numero,complemento,bairro,cidade,uf,cep,tipoImovel,metragem,status
1505,R SORIANO ALBUQUERQUE,575,LJ 04,DIONISIO TORRES                                                 ,FORTALEZA                                                       ,CE,60130160,LOJA                          ,,Ativo
1000,R SORIANO ALBUQUERQUE,575,LJ 01/ 02/ 03,DIONISIO TORRES                                                 ,FORTALEZA                                                       ,CE,60130160,LOJA                          ,,Ativo
0098,R- SORIANO ALBUQUERQUE,847,AP 403 ED LUIZA GENTIL,DIONISIO TORRES,FORTALEZA,CE,60130160,APARTAMENTO,,Ativo
1722,R TABELIAO FABIAO,61, ,ALAGADICO                                                       ,FORTALEZA                                                       ,CE,60320010,CASA                          ,,Ativo
2680,R TARCISIO BONFIM,95, ,PAPICU                                                          ,FORTALEZA                                                       ,CE,60155330,CASA                          ,,Ativo
1538,R TAVARES COUTINHO,1699,AP 302 ED MONTREAL,VARJOTA                                                         ,FORTALEZA                                                       ,CE,60160130,APARTAMENTO                   ,,Ativo
4405,R TAVARES COUTINHO,1707,AP 202 ED. MONTREAL II,VARJOTA,FORTALEZA,CE,60160130,,,Ativo
2282,R TELES DE SOUSA,194, ,MONTESE                                                         ,FORTALEZA                                                       ,CE,60420620,CASA                          ,,Ativo
2337,R TELES DE SOUSA,194,A,MONTESE                                                         ,FORTALEZA                                                       ,CE,60420620,CASA                          ,,Ativo
1569,R TENENTE AMAURI PIO,54, ,MEIRELES                                                        ,FORTALEZA                                                       ,CE,60160090,CASA                          ,,Ativo
2097,R TENENTE BENEVOLO,2026,AP 1703 ED GUARANY RESIDENCE,MEIRELES                                                        ,FORTALEZA                                                       ,CE,60160041,APARTAMENTO                   ,,Ativo
1077,R TENENTE BENEVOLO,2026,AP 601 ED GUARANY,MEIRELES                                                        ,FORTALEZA                                                       ,CE,60160041,APARTAMENTO                   ,,Ativo
0310,R TENENTE BENEVOLO,2026,AP 2002 ED GUARANY,MEIRELES                                                        ,FORTALEZA                                                       ,CE,60160041,APARTAMENTO                   ,,Ativo
3357,R- TENENTE BENEVOLO,2026,AP 1601 ED GUARANY,MEIRELES,FORTALEZA,CE,60160041,APARTAMENTO,,Ativo
3583,R- TEODOMIRO DE CASTRO,4132,ALTOS,ALVORO WEYNE,FORTALEZA,CE,60336010,CASA,,Ativo
2283,R TEREZA CRISTINA,872,201 A,CENTRO                                                          ,FORTALEZA                                                       ,CE,60015140,QUITINET                      ,,Ativo
2794,R TEREZA CRISTINA,1856,                                                                ,CENTRO                                                          ,FORTALEZA                                                       ,CE,60015140,CASA                          ,,Ativo
3130,R- TEREZA CRISTINA,866,,CENTRO,FORTALEZA ,CE,60015140,CASA,,Ativo
1424,R THOMAZ POMPEU,162,AP 204 ED MICHELANGELO,MEIRELES                                                        ,FORTALEZA                                                       ,CE,60160080,APARTAMENTO                   ,,Ativo
2211,R THOMAZ POMPEU,144,AP1203 ED. GERÂNIOS,MEIRELES                                                        ,FORTALEZA                                                       ,CE,60160080,APARTAMENTO                   ,,Ativo
2698,R TIBURCIO CAVALCANTE,1919, ,ALDEOTA                                                         ,FORTALEZA                                                       ,CE,60125100,PONTO COMERCIAL               ,,Ativo
2493,R TIBURCIO CAVALCANTE,2777,AP704 ED JULIA SALLES,ALDEOTA                                                         ,FORTALEZA                                                       ,CE,60125100,APARTAMENTO                   ,,Ativo
1079,R TIBURCIO CAVALCANTE,1445,AP 801 ED HADAR,ALDEOTA                                                         ,FORTALEZA                                                       ,CE,60125100,APARTAMENTO                   ,,Ativo
2699,R TIBURCIO CAVALCANTE,1905, ,ALDEOTA                                                         ,FORTALEZA                                                       ,CE,60125100,PONTO COMERCIAL               ,,Ativo
2700,R TIBURCIO CAVALCANTE,1919,B,ALDEOTA                                                         ,FORTALEZA                                                       ,CE,60125100,PONTO COMERCIAL               ,,Ativo
2163,R TIBURCIO CAVALCANTE,1020,AP 404 ED TIBURCIO CAVALCANTE,MEIRELES                                                        ,FORTALEZA                                                       ,CE,60125100,APARTAMENTO                   ,,Ativo
2276,R TIBURCIO CAVALCANTE,970, ED MAJESTIC APT 301,ALDEOTA                                                         ,FORTALEZA                                                       ,CE,60125100,APARTAMENTO                   ,,Ativo
2375,R TIBURCIO CAVALCANTE,187,AP 903 ED NEW LIFE RESIDENCE,MEIRELES                                                        ,FORTALEZA                                                       ,CE,60125100,APARTAMENTO                   ,,Ativo
1472,R TIBURCIO CAVALCANTE,771,AP 401 ED VAN DICK,MEIRELES                                                        ,FORTALEZA                                                       ,CE,60125100,APARTAMENTO                   ,,Ativo
2750,R TIBURCIO CAVALCANTE,1848,AP 602 ED LISBOA                                                ,ALDEOTA                                                         ,FORTALEZA                                                       ,CE,60125100,APARTAMENTO                   ,,Ativo
3865,R-  TIBURCIO CAVALCANTE,847,AP 401 ED BELLE VILLE,ALDEOTA,FORTALEZA,CE,60125045,APARTAMENTO,,Ativo
3772,R- TIBURCIO CAVALCANTE,810,AP 702 ED BOULEVARD DOM LUIZ,ALDEOTA,FORTALEZA,CE,60125100,APARTAMENTO,,Ativo
4006,R- TIBURCIO CAVALCANTE,1020,AP 603 ED TIBURCIO CAVALCANTE,ALDEOTA,FORTALEZA,CE,60125100,APARTAMENTO,,Ativo
3388,R- TIBURCIO CAVALCANTE,187,AP 306 BL B ED NEW LIFE RESIDENCE,ALDEOTA,FORTALEZA,CE,60125100,APARTAMENTO,,Ativo
4217,R- TIBURCIO CAVALCANTE,1891,,ALDEOTA,FORTALEZA,CE,60170310,PONTO COMERCIAL,,Ativo
4111,R- TIBURCIO CAVALCANTE,2331,AP 501 ED SOLAR DEL CID,DIONISIO TORRES,FORTALEZA,CE,60125101,APARTAMENTO,,Ativo
4470,R TIBURCIO CAVALCANTI,810,ED BOULEVARD AP 1302,MEIRELES,Fortaleza,CE,,,,Ativo
2008,R TIBURCIO FROTA,630, ,TAUAPE                                                          ,FORTALEZA                                                       ,CE,60130300,CASA                          ,,Ativo
2790,R TIBURCIO FROTA,386,                                                                ,TAUAPE                                                          ,FORTALEZA                                                       ,CE,60130300,CASA                          ,,Ativo
1297,R TIBURCIO RODRIGUES,100,AP 304 BL 03 COND SANTA BARBARA,TAUAPE                                                          ,FORTALEZA                                                       ,CE,60130450,APARTAMENTO                   ,,Ativo
1932,R TIBURCIO RODRIGUES,100,AP 303 BL 02 COND SANTA BARBARA,TAUAPE                                                          ,FORTALEZA                                                       ,CE,60130450,APARTAMENTO                   ,,Ativo
3432,R- TIGIPIO,89,,PRAIA DE IRACEMA,FORTALEZA,CE,60066042,CASA,,Ativo
1719,R TOMAS ACIOLI,1595, ,DIONISIO TORRES                                                 ,FORTALEZA                                                       ,CE,60135180,PONTO COMERCIAL               ,,Ativo
3766,R TOMAS ACIOLI ,320,AP 103 BL 2 ED GEMINI,JOAQUIM TAVORA,FORTALEZA,CE,60135180,APARTAMENTO,,Ativo
4032,R- TOMAS ACIOLI,1060,AP 902 ED URBANO 1060,DIONISIO TORRES,FORTALEZA,CE,60135206,APARTAMENTO,,Ativo
2025,R TOMAS RODRIGUES,72, ,ALDEOTA                                                         ,FORTALEZA                                                       ,CE,60175080,CASA                          ,,Ativo
3990,R- TOMAZ ACIOLY,55,AP 205 BLOCO B ED ANA TEREZA,JOAQUIM TAVORA,FORTALEZA,CE,60000000,APARTAMENTO,,Ativo
3419,R- TORQUATO AGUIAR,55,AP 1300 ED LARA II,MEIRELES,FORTALEZA,CE,60115010,APARTAMENTO,,Ativo
1856,R TORRES CAMARA,30, ,ALDEOTA                                                         ,FORTALEZA                                                       ,CE,60150060,CASA                          ,,Ativo
1841,R TORRES CAMARA,891,AP 502 ED TORRES CAMARA I,ALDEOTA                                                         ,FORTALEZA                                                       ,CE,60150060,APARTAMENTO                   ,,Ativo
2557,R TORRES CAMARA,891,AP 1903 ED TORRES CAMARA I,ALDEOTA                                                         ,FORTALEZA                                                       ,CE,60150060,APARTAMENTO                   ,,Ativo
1657,R TORRES CAMARA,425, ,ALDEOTA                                                         ,FORTALEZA                                                       ,CE,60150060,PONTO COMERCIAL               ,,Ativo
0126,R TORRES CAMARA,40, ,ALDEOTA                                                         ,FORTALEZA                                                       ,CE,60150060,CASA                          ,,Ativo
1842,R TORRES CAMARA,891,AP 702 ED TORRES CAMARA I,ALDEOTA                                                         ,FORTALEZA                                                       ,CE,60150060,APARTAMENTO                   ,,Ativo
1840,R TORRES CAMARA,891,AP 501  ED TORRES CAMARA I,ALDEOTA                                                         ,FORTALEZA                                                       ,CE,60150060,APARTAMENTO                   ,,Ativo
1555,R TORRES CAMARA,1100,AP 102 ED YRAMAIA,ALDEOTA                                                         ,FORTALEZA                                                       ,CE,60150060,APARTAMENTO                   ,,Ativo
1874,R TORRES CAMARA,891,AP 503  ED TORRES CAMARA I,ALDEOTA                                                         ,FORTALEZA                                                       ,CE,60150060,APARTAMENTO                   ,,Ativo
1855,R TORRES CAMARA,891,AP 202 ED TORRES CAMARA I,ALDEOTA                                                         ,FORTALEZA                                                       ,CE,60150060,APARTAMENTO                   ,,Ativo
2148,R TRAJANO DE MORAIS,810, ,PASSARE                                                         ,FORTALEZA                                                       ,CE,60861710,CASA                          ,,Ativo
3252,R TRAJANO DE MORAIS,430,AP 202 A RESIDENCIAL PARK STAR,PASSARE,FORTALEZA,CE,60861710,APARTAMENTO,,Ativo
2898,R- TRAJANO DE MORAIS,430,AP 203A RESIDENCIAL PARK STAR,PASSARE,FORTALEZA,CE,60861710,APARTAMENTO,,Ativo
4400,R TUPI,706,A,JOQUEI CLUBE,FORTALEZA,CE,60520445,RESIDENCIAL,0,Ativo
2311,R TURQUESA,139,,SIQUEIRA,FORTALEZA,CE,60732485,CASA,,Ativo
4086,RUA 002 DO CONJ MIRASSOL,99,"AP 201 BL T , RESID BÚZIOS",ITAPERI,FORTALEZA,CE,60743220,APARTAMENTO,,Ativo
2512,RUA 03H,97,CASA 19 BL A COND VILLAGE MONTE PRINCE 1,PREFEITO JOSE WALTER                                            ,FORTALEZA                                                       ,CE,60749050,CASA                          ,,Ativo
2188,rua 07(LOTEAMENTO SANTIAGO DE COMPOSTELA),1,L 21 QD 01,PASSARE                                                         ,FORTALEZA                                                       ,CE,60743815,TERRENO                       ,,Ativo
4459,"RUA 102, 219 CONJ TUPAN MIRIN ",219,,PARQUE DOIS IRMAOS,FORTALEZA ,CE,,,,Ativo
2734,RUA 17 B,67,RESIDENCIAL MARACANAU                                           ,CAGADO                                                          ,MARACANAU                                                       ,CE,61900000,CASA                          ,,Ativo
4323,RUA 717,65,CONJ CEARA II Q165 ,CONJUNTO CEARA II,FORTALEZA,CE,60531700,CASA,,Ativo
2431,RUA 72,284,,JEREISSATI II                                                   ,MARACANAU                                                       ,CE,61900000,CASA                          ,,Ativo
2711,RUA 8,13,RES MARACANAU II,CAGADO                                                          ,MARACANAU                                                       ,CE,61913345,CASA                          ,,Ativo
1941,RUA 8,190,A,CAGADO                                                          ,MARACANAU                                                       ,CE,61913080,CASA                          ,,Ativo
4479,RUA 8 - A,3,CASA A,TABAPUA,CAUCAIA,CE,61635230,CASA,90,Ativo
3574,RUA ABEL GARCIA,911,,VILA UNIAO,FORTALEZA,CE,60410760,PONTO COMERCIAL,,Ativo
4016,RUA ALAMEDA DAS EXTREMOSAS,78,AP J,CIDADE 2000,FORTALEZA,CE,60190420,APARTAMENTO,,Ativo
4416,RUA ALICE,222,AP 401 BL J ED. TROPICAL RESIDENCE,CIDADE DOS FUNCIONARIOS,FORTALEZA,CE,,APARTAMENTO,,Ativo
2040,RUA ALMIRANTE HENRIQUE SABOIA,505,AP 402 BL B ED ONZE DE JULHO,COCO                                                            ,FORTALEZA                                                       ,CE,60192015,APARTAMENTO                   ,,Ativo
2334,RUA ALMIRANTE HENRIQUE SABOIA,2286,MUCURIPE,COCO                                                            ,FORTALEZA                                                       ,CE,60192015,CASA                          ,,Ativo
4631,RUA ALMIRANTE RUFINO,1704,,MONTESE,FOTALEZA,CE,60420312,CASA ,,Ativo
2176,rua A (LOTEAMENTO EXPEDICIONARIOS),410, ,PARQUE DOIS IRMÃOS                                              ,FORTALEZA                                                       ,CE,60761345,CASA                          ,,Ativo
4236,RUA AMANCIO PEREIRA,55,AP 03 TORRE 2 ED ARENA COND CLUBE,PASSARE,FORTALEZA,CE,60861770,APARTAMENTO,48,Ativo
4595,RUA ANA BILHAR ,55,AP 701 ED VILA BEIRUTE,MEIRELES,FORTALEZA,CE,60160110,APARTAMENTO,60,Ativo
1793,RUA ANASTACIO MENDES BRAGA,165,AP 301  ED TIAGO GOES BEZERRA III,ÁGUA FRIA                                                       ,FORTALEZA                                                       ,CE,60813700,APARTAMENTO                   ,,Ativo
4645,RUA ANTONIO AUGUSTO,52 AP 2101,ED PIAZZA COLIZEU ,MEIRELES,FORTALEZA,CE,,,,Ativo
03434,RUA ANTONIO AUGUSTO,120,AP 1802 ED CONSONATA,MEIRELES,FORTALEZA,CE,60110370,APARTAMENTO,,Ativo
4664,RUA ANTONIO AUGUSTO ,52,"AP 1803 , ED PIAZZA COLISEU ",MEIRELES,FORTALEZA,CE,,APARTAMENTO,,Ativo
4670,RUA ARACAJU,251,,PIRATININGA,MARACANAU,CE,61905312,PONTO,1085,Ativo
4780,RUA ARARAQUARA,281,,VILA PERI,FORTALEZA,CE,60730025,,,Ativo
4869,RUA AUSTRÁLIA ,660,,ITAPERI,FORTALEZA,CE,60714130,CASA ,,Ativo
4284,RUA AVELEDO ,501 ,AP 1605 TORRE 2 ED SAN GABRIEL,MESSEJANA ,FORTALEZA,CE,,,,Ativo
2017,RUA BATISTA DE OLIVEIRA,668,AP 602 TORRE 2 ED SAN FRANCISCO,COCO                                                            ,FORTALEZA                                                       ,CE,60192340,APARTAMENTO                   ,,Ativo
1992,RUA BATISTA DE OLIVEIRA,1050,AP 702 ED BALBOA,COCO                                                            ,FORTALEZA                                                       ,CE,60192340,APARTAMENTO                   ,,Ativo
4593,RUA BENJAMIM BRASIL ,714,,MONDUBIM ,FORTALEZA ,CE,,,,Ativo
4570,RUA BENTO ALBUQUERQUE,1633,"AP 302, ED RHONNE",COCÓ,FORTALEZA,CE,60192055,APARATMENTO,,Ativo
3993,"RUA BRASILIA ,ED GRAN VILLAGE EUSEBIO  ",279,AP 301 BLOCO 07,CENTRO,FORTALEZA,CE,61760000,APARTAMENTO,,Ativo
2408,RUA BRUNO PORTO,555,AP 1101 ED PORTAL DE MADRID (PARQUE DEL SOL),CIDADE DOS FUNCIONARIOS                                         ,FORTALEZA                                                       ,CE,60824010,APARTAMENTO                   ,,Ativo
4348,RUA CAMPO AMOR ROCHA,230,AP 301 ED CAMPOAMOR,FATIMA,FORTALEZA,CE,,RSIDENCIAL,,Ativo
4698,RUA CAPITÃO GUSTAVO,3361,"AP 403, ED RENATO DE CASTRO",JOAQUIM TAVORA,FORTALEZA,CE,60120140,APARTAMENTO,,Ativo
4125,RUA CAPITÃO GUSTAVO (3800),3796,CASA 10,TAUAPE,FORTALEZA,CE,60120140,CASA ,,Ativo
3757,RUA CARMELIA REBOUCAS,136,CASA 50 VILLAGGIO RAVENNA COND RES,EUSEBIO,FORTALEZA,CE,61760000,CASA,,Ativo
4404,RUA CAROLINA SUCUPIRA,878,AP 1900 ED SAN PIETRO,ALDEOTA,FORTALEZA,CE,,RESIDENCIAL,,Ativo
4628,RUA CASIMIRO MONTENEGRO,135,AP 302 BL B COND RESD LEMOS MONTENEGRO,FARIAS BRITO,FORTALEZA,CE,60010880,APARTAMENTO,79,Ativo
4185,RUA CASTRO MONTE,860,,VARJOTA,FORTALEZA,CE,60175230,CASA ,,Ativo
4881,RUA CHICO LEMOS,542,,CIDADE DOS FUNCIONARIOS,FORTALEZA,CE,60822785,CASA,262,Ativo
4634,RUA CORONEL JOÃO DE OLIVEIRA,1001,ED BUENA VISTA RESIDENCE CLUB-  AP 402 BLOCO BLOCO 8A,MESSEJANA,FORTALEZA,CE,60841820,,49,Ativo
4612,RUA CORONEL JUCA,330,AP 1301 ED SANTIAGO DE COMPOSTELA,MEIRELES,FORTALEZA,CE,60170320,APARTAMENTO,80,Ativo
4469,RUA CORONEL JUCA ,180,AP 401 ED RAUL FONTENELLE,MEIRELES,FORTALEZA,CE,,APARTAMENTO,,Ativo
4425, RUA CORONEL LINHARES ,1741,SALA 305 ED CLINICS COND SAUDE INTEGRADA ,ALDEOTA ,FORTALEZA ,CE,,,,Ativo
4687,RUA CORONEL LUIZ DAVID DE SOUZA,102,"AP 2101 TORRE A, ED BOSQUE DAS ACACIAS",PRESIDENTE KENNEDY,FORTALEZA,CE,60355337,APARTAMENTO,,Ativo
4308,"RUA CORONEL LUIZ DAVID DE SOUZA, ",102,"AP 610 , TORRE 02, RES BOSQUE DAS ACÁCIAS",PRESIDENTE KENNEDY,FORTALEZA,CE,60355337,,,Ativo
4460,RUA CORONEL LUIZ DE SOUZA ,105,AP 202 TORRE 01 ED JARDIM DAS BROMELIAS ,PRESIDENTE KENNEDY,FORTALEZA ,CE,,,,Ativo
4359,RUA CORONEL OLGEARIO MEMORIA,1362,AP 301 BL 7 COND VILA ALENCAR,SAPIRANGA,FORTALEZA,CE,60833045,APARTAMENTO,44,Ativo
4481,RUA CORONEL SOLON ,330 AP 404 BL B,RES RODRIGUES ALBUQUERQUE,FATIMA,FORTALEZA,CE,,,,Ativo
4715,RUA COSTA BARROS,404/420,,ALDEOTA,FORTALEZA,CE,60160281,CASA,,Ativo
4692,RUA COSTA BARROS,917,,CENTRO,FORTALEZA,CE,60160280,CASA,,Ativo
4389,RUA CURITIBA ,502,ALTOS,HENRIQUE JORGE ,FORTALEZA,CE,60510305,CASA ,,Ativo
3638,RUA DA ALEGRIA,45,,PACHECO,CAUCAIA,CE,61621410,CASA,,Ativo
4601,RUA DAS CARNAUBAS,777,AP 603 TORRE B-ED PARK CLUB PASSARÉ,PASSARÉ,FORTALEZA,CE,,APARTAMENTO,,Ativo
4109,RUA DAS OTICICAS,677,CASA 02 COND PASSARÉ II,PASSARÉ,FORTALEZA,CE,60743790,CASA ,,Ativo
4694,RUA DAS OTICICAS,111,"AP 1208 TORRE 02, COND TORRE PASSARÉ",PASSARÉ,FORTALEZA,CE,,APARTAMENTO,,Ativo
4644,RUA DESEMBARGADOR FELIX CANDIDO,744,,JOQUEI CLUBE,FORTALEZA,CE,60520355,PONTO,42,Ativo
2368,RUA DEUSDEDIT COSTA SOUZA,55,AP 1205 ED ALTO DO PARQUE(BAIRRO COCO),PAPICU                                                          ,FORTALEZA                                                       ,CE,60190740,APARTAMENTO                   ,,Ativo
2837,RUA DEUSDEDIT COSTA SOUZA,195,                                                                ,PAPICU                                                          ,FORTALEZA                                                       ,CE,60190740,CASA                          ,,Ativo
1908,RUA DEUSDEDIT COSTA SOUZA,115, ,PAPICU                                                          ,FORTALEZA                                                       ,CE,60190740,CASA                          ,,Ativo
2357,RUA DEUSDEDIT COSTA SOUZA,55,AP1005  ED ALTO DO PARQUE CONDOMINIO (BAIRRO COCO),PAPICU                                                          ,FORTALEZA                                                       ,CE,60190740,APARTAMENTO                   ,,Ativo
4340,RUA DEZENOVE DE MARÇO,260,,MONDUBIM,FORTALEZA,CE,60762715,CASA,52,Ativo
2539,RUA DEZESSEIS,80,,CONJ INDUSTRIAL                                                 ,MARACANAU                                                       ,CE,61900000,CASA                          ,,Ativo
4183,RUA DEZESSETE DE JUNHO,155,CASA A,ALVARO WEYNE,FORTALEZA,CE,60336390,CASA,,Ativo
4556,RUA DO CANAL,120,AP 207 BL B ED DANIEL CARLOS,SÃO GERARDO,FORTALEZA,CE,,RESIDENCIAL,,Ativo
4207,RUA DO CANAL,120,AP 210 BL C COND DANIEL CARLOS,SAO GERARDO ,FORTALEZA,CE,60415070,APARTAMENTO,,Ativo
4205,RUA DOM EXPEDITO LOPES,2545,,DIONISIO TORRES,FORTAELZA,CE,,CASA ,,Ativo
4756,RUA DO MURARÁ,101,"AP 402B , BL 4,COND IDEAL VILA DOS SONHOS",MESSEJANA ,FORTALEZA,CE,60872690,APARTAMENTO,,Ativo
4578,RUA DOS MANDACURUS ,501 AP 202 TORRE A ,COND MIRANTES PASSARE ,PASSARE,FORTALEZA-CE,CE,,APARTAMENTO,,Ativo
4292,RUA DOUTOR ATUALPA BARBOSA LIMA ,840 AP 1404, ED MARVILLE ,MEIRELES ,FORTALEZA ,CE,,,,Ativo
4356,RUA DOUTOR GILBERTO STUDART,55,SALA 110 TORRE 1 SUL ED DUETS OFFICE TOWERS,COCO,FORTALEZA,CE,60192105,SALA,40,Ativo
4371,RUA DOUTOR RODRIGUES CODES SANDOVAL,250,"AP 308 TO 01, ED GIARDINI DI PADOVA",MONDUBIM,FORTALEZA,CE,,APARTAMENTO,,Ativo
4324,RUA DOUTOR WALTER PORTO ,700,,CAMBEBA,FORTALEZA,CE,60822250,GALPÃO,,Ativo
3979,RUA DOZE DE OUTUBRO ,150,AP 203 BL 01,PARQUE TIJUCA,MARACANAU,CE,61900000,APARTAMENTO,,Ativo
3149,RUA DRAGAO DO MAR,454,AP 202,PRAIA DE IRACEMA,FORTALEZA,CE,60060391,APARTAMENTO,,Ativo
3160,RUA DRAGAO DO MAR,454,AP 205,PRAIA DE IRACEMA,FORTALEZA,CE,60060391,,,Ativo
3592,RUA DRAGAO DO MAR,372,AP 2105 ED STUDIO IRACEMA,PRAIA DE IRACEMA,FORTALEZA,CE,60060391,APARTAMENTO,,Ativo
3150,RUA DRAGAO DO MAR,454,AP 203,PRAIA DE IRACEMA,FORTALEZA,CE,60060391,,,Ativo
3591,RUA DRAGAO DO MAR,372,AP 1905 ED STUDIO IRACEMA,PRAIA DE IRACEMA,FORTALEZA,CE,60060391,APARTAMENTO,,Ativo
3327,RUA DRAGAO DO MAR,454,AP 204,PRAIA DE IRACEMA,FORTALEZA,CE,60060391,APARTAMENTO,,Ativo
4775,RUA DRAGAO DO MAR,372,AP 904 ED STUDIO IRACEMA,PRAIA DE IRACEMA,FORTALEZA,CE,60060390,APARTAMENTO,46,Ativo
3151,RUA DRAGAO DO MAR,454,AP 102,PRAIA DE IRACEMA,FORTALEZA ,CE,60060391,APARTAMENTO,,Ativo
3152,RUA DRAGAO DO MAR,454,AP 103,PRAIA DE IRACEMA,FORTALEZA ,CE,60060391,APARTAMENTO,,Ativo
4230,RUA DRAGÃO DO MAR,345,AP 704 ED AQUARIUS,PRAIA DE IRACEMA,FORTALEZA,CE,60060390,APARTAMENTO,38,Ativo
4282,RUA DRAGÃO DO MAR,345,AP 607 ED AQUARIUS,PRAIA DE IRACEMA,FORTALEZA,CE,60060390,APARTAMENTO,70,Ativo
4307,RUA DR ATUALPA BARBOSA LIMA,600,AP 308 RES FORTALEZA FLAT,MEIRELES,FORTALEZA,CE,60115015,APARTAMENTO,80,Ativo
4622,RUA E ,65,,RACHEL DE QUIEROZ,FORTALEZA,CE,,CASA,55,Ativo
4383,RUA EDUARDO BEZERRA,1200,AP 901 ED ALVEAR PLAZA,DIONISIO TORRES,FORTALEZA,CE,60130271,APARTAMENTO,148,Ativo
4704,RUA EPIFANIO LEITE,188,B TERREO,JACARECANGA,FORTALEZA,CE,60010580,CASA,,Ativo
2856,RUA EPIFÂNIO LEITE ,469,APTO 104,JACAREGANGA,FORTALEZA,CE,60010582,APTO RESIDENCIAL,,Ativo
3781,RUA ÉRICO MOTA,637,P.COMERCIAL,AMADEU FURTADO,FORTALEZA,CE,,,,Ativo
4275,RUA ESTRELA DO MAR,0,( AV FRANCISCO VALCIR MACHADO 4139) CASA 07 COND VILLAGE ST MARC,PORTO DAS DUNAS,AQUIRAZ,CE,61700000,CASA,192,Ativo
4265,RUA FAUSTO CABRAL,815,AP 402 COND ARMIDA LINS ,PAPICU,FORTALEZA ,CE,,,,Ativo
4251,RUA FAUSTO CABRAL,815,"AP 101, COND ARMIDA LINS ",PAPICU ,FORTALEZA,CE,60175415,APARTAMENTO,,Ativo
4315,RUA FAUSTO CABRAL ,835,SAN JUAN AP 301,PAPICU,FORTALEZA,CE,60175415,APARTAMENTO,,Ativo
4261,RUA FAUSTO CABRAL ,815,"AP 302 , COND ARMIDA LINS ",PAPICU,FORTALEZA,CE,60175415,APARTAMENTO,,Ativo
4268,RUA FAUSTO CABRAL ,815,AP 503 COND ARMIDA LINS ,PAPICU ,FORTALEZA,CE,,,,Ativo
4188,"RUA FLORIANO PEIXOTO , ED TERES",2357,AP 102,JOSE BONIFÁCIO,FORTALEZA,CE,60025131,APARTAMENTO,,Ativo
4361,RUA FRANCISCA CLOTILDE,1134,(CASA SUPERIOR-ALTOS),RODOLFO TEOFILO,FORTALEZA,CE,,CASA,,Ativo
4463,RUA FRANCISCO GLICERIO,748,AP 01,MARAPONGA,FORTALEZA,CE,60711055,APARTAMENTO,34,Ativo
4566,RUA FRANCISCO HOLANDA ,992,AP 902 ED SAINT LOUIS,DIONISIO TORRES,FORTALEZA,CE,60135215,APARTAMENTO,140,Ativo
4461,RUA FREDERICO BORGES,11,,MEIRELES,FORTALEZA,CE,60175040,CASA,60,Ativo
3526,RUA FREDERICO BORGES,333,,MEIRELES,Fortaleza,CE,60175140,PONTO COMERCIAL,,Ativo
4099,"RUA FREI MANSUETO , ED BE LIVE RESIDENCE",519,AP 1804,MUCURIPE,FORTALEZA,CE,60175185,APARTAMENTO,,Ativo
4126,"RUA FREI MANSUETO , ED BE LIVE RESIDENCE",519,AP 1704,MUCURIPE,FORTALEZA,CE,60175185,APARTAMENTO,,Ativo
4374,RUA FREI MARCELINO ,177,,CENTRO,AQUIRAZ,CE,61700000,RESIDENCIAL,,Ativo
4784,RUA GENERAL TERTULIANO POTIGUARA,47,AP 303 BL B ED POTIGUARA,ALDEOTA,FORTALEZA,CE,60135280,APARTAMENTO,110,Ativo
4087,RUA GENERAL TERTULIANO POTIGUARA- ED TERESA MENDES,300,AP 402,ALDEOTA,FORTALEZA,CE,60135280,APARTAMENTO,,Ativo
4603,RUA GUANABARA,664,,DEMOCRITO ROCHA,FORTALEZA,CE,60440135,CASA,60,Ativo
4605,RUA GUANABARA ,664 ,A,DEMOCRITO ROCHA ,FORTALEZA ,CE,,,,Ativo
4376,RUA GUILHERME ROCHA,1299,AP 1301 ED CIDADE,CENTRO,FORTALEZA,CE,60030141,APARTAMENTO,64,Ativo
4437,RUA HERMINIA BONAVIDES,333,AP 11 ED ANDRE REIS,VICENTE PIZON,FORTALEZA,CE,,RESIDENCIAL,,Ativo
4073,"RUA HIL DE MORAES , AP 1203 -ED FORTALEZA SUL",12 ,TORRE A,EDSON QUEIROZ,FORTALEZA,CE,60812260,APARTAMENTO,,Ativo
4069,"RUA HIL DE MORAES, ED FORTALEZA SUL ",12,AP 1107 TORRE C ,EDSON QUEIROZ,FORTALEZA,CE,60812260,APARTAMENTO,,Ativo
4224,RUA HUGO VITOR ,940 AP 204 BL 1,RES ESTRELA DA MANHA ,ANTONIO BEZERRA ,FORTALEZA,CE,,,,Ativo
2709,RUA I,17,SL 608 TORRE 1 ED BUSINESS PLACE MARACANAU,JEREISSATI I                                                    ,MARACANAU                                                       ,CE,61900000,SALA                          ,,Ativo
2708,RUA I,17,SL 606 TORRE 1 ED BUSINESS PLACE MARACANAU,JEREISSATE I                                                    ,MARACANAU                                                       ,CE,61900000,SALA                          ,,Ativo
4483,RUA IDEFONSO ALBANO,2955,AP 203 BL A ED EUGENIO PORTO ,JOAQUIM TAVORA ,FORTALEZA,CE,,APARTAMENTO ,,Ativo
4322,RUA IDELFONSO ALBANO,2395,LOJA 02 ED GUILHERMINA REIS,JOAQUIM TAVORA,FORTALEZA,CE,,PONTO COMERCIAL,,Ativo
4452,RUA ILDEFONSO ALBANO ,"2395,  3 E 3 A", ED GUILHERMINA REIS ,JOAQUIM TAVORA ,FORTALEZA ,CE,,,,Ativo
