codigoExterno,endereco,numero,complemento,bairro,cidade,uf,cep,tipoImovel,metragem,status
2818,NEUSA FREITAS DE SA,382,                                                                ,JABUTI                                                          ,EUSEBIO                                                         ,CE,61760000,PONTO COMERCIAL               ,,Ativo
4689,NOEL ROSA,1682,,HENRIQUE JORGE,FORTALEZA,CE,,CASA,60,Ativo
3331,NOGUEIRA ACIOLI,368,ALTOS,CENTRO,FORTALEZA,CE,60110140,QUITINETE,,Ativo
4237,NORMA GUILHON MITOSO,100,AP 402 BL 15,PAUMIRIM,CAUCAIA,CE,,APARTAMENTO ,,Ativo
2814, NORTE,2727,AP 1204 TORRE BAMBU ED ISLA JARDIM,LUCIANO CAVALCANTE,FORTALEZA,CE,60813670,RESIDENCIAL,70,Ativo
1937,null RUA 8,205,A,CAGADO                                                          ,MARACANAU                                                       ,CE,61913080,CASA                          ,,Ativo
3078,NUNES VALENTE,685,AP 301 ED. VISCAYA GARDENS,MEIRELES,FORTALEZA,CE,60125070,APARTAMENTO,,Ativo
3020,NUNES VALENTE,275,AP1002 ED ILHAS GREGAS NAXOS,MEIRELES,FORTALEZA,CE,60125070,APARTAMENTO,,Ativo
3057,OLIMPIO DE NORONHA,101,,MONDUBIM,FORTALEZA,CE,60761580,COMERCIAL,1,Ativo
1192,OLIMPIO LEITE,190,CASA 04 RESD ARVOREDO,MESSEJANA,FORTALEZA,CE,60830680,,80,Ativo
3305,OLIVEIRA PAIVA,380,A,CIDADE DOS FUNCIONARIOS ,FORTALEZA,CE,60822130,LOJA,,Ativo
0019,OSORIO PALMELLA,200,AP 102 ED IRAN RABELO,VARJOTA,FORTALEZA,CE,60150200,,110,Ativo
3213,OSVALDO CRUZ,201,AP 1303 ED SOLLARIS,MEIRELES,FORTALEZA ,CE,60125150,APARTAMENTO,,Ativo
2382,OTAVIANO COSTA,139,AP102 B ED  ESTELA MARES,ICARAI                                                          ,CAUCAIA                                                         ,CE,61600000,APARTAMENTO                   ,,Ativo
4151,OVIDIO NOGUEIRA,223,AP 101 A ED  FIRENZE,JARDIM CEARENCE,FORTALEZA,CE,,,,Ativo
1833,PADRE ANTONIO TOMAS,386,,ALDEOTA,FORTALEZA,CE,60140160,COMERCIAL,320,Ativo
2950,PADRE ANTONIO TOMAS,3855,AP 2201 ED RESERVA DO PARQUE B,COCO,FORTALEZA ,CE,60192120,APARTAMENTO,,Ativo
0109,Padre Antonio Tomas,2420,Diplomata sala 104,papicu,Fortaleza,CE,60170310,SALA,,Ativo
0021,PADRE ANTONIO TOMAS,2420,SL 105 ED DIPLOMATA,PAPICU,FORTALEZA,CE,60140160,,32,Ativo
2950,PADRE ANTONIO TOMAS,3855,AP 2201 ED RESERVA DO PARQUE B,COCO,FORTALEZA ,CE,60192120,APARTAMENTO,,Ativo
3452,PADRE ANTONIO TOMAS ,2420,"8 E 9 ANDAR , ED DIPLOMATA ",ALDEOTA,FORTALEZA,CE,60140160,SALA COMERCIAL ,,Ativo
3450,PADRE ANTÔNIO TOMÁS,3885,AP 1503 BL A ED RESERVA DO PARQUE,COCO,FORTALEZA,CE,60192125,RESIDENCIAL,79,Ativo
2575,PADRE DOMINGOS R VASCONCELOS,431, ,ICARAI                                                          ,CAUCAIA                                                         ,CE,61600000,CASA                          ,,Ativo
4382,PADRE QUINDERE,60,,ALDEOTA,FORTALEZA,CE,,,,Ativo
3224,PADRE VALDEVINO,714,AP 1703 TORRE 1 ED BELAS ARTES,JOAQUIM TAVORA,FORTALEZA ,CE,60130040,APARTAMENTO,,Ativo
3295,PADRE VALDEVINO,714,AP 703 TORRE 1 ED BELAS ARTES,JOAQUIM TAVORA,FORTALEZA,CE,60135040,APARTAMENTO,,Ativo
3224,PADRE VALDEVINO,714,AP 1703 TORRE 1 ED BELAS ARTES,JOAQUIM TAVORA,FORTALEZA ,CE,60130040,APARTAMENTO,,Ativo
4022,PADRE VALDEVINO,541,,ALDEOTA,FORTALEZA,CE,60135041,CASA,,Ativo
2422,PARNAMIRIM,0,QUITINETE 3,COITE                                                           ,EUSEBIO                                                         ,CE,61760000,QUITINET                      ,,Ativo
3701,PASCOAL DE CASTRO ALVES ,51,AP 301 COND DOS QUERUBINS,VICENTE PIZON,FORTALEZA,CE,,RESIDENCIAL,,Ativo
2467,PASTOR JOAO VICENTE QUEIROZ,0,LOTE 3 E 8,PACHECO                                                         ,CAUCAIA                                                         ,CE,61600000,CASA                          ,,Ativo
2682,PASTOR PEDRO QUEIROZ,380,AP 301 COND PLANALTO PACHECO,PACHECO                                                         ,CAUCAIA                                                         ,CE,61600000,APARTAMENTO                   ,,Ativo
3040,PAULO MORAIS,720,AP 602 TORRE SIRIUS ED ESTRELA DO PLANALTO,PAPICU,FORTALEZA,CE,60155170,APARTAMENTO,,Ativo
4316,PEDRO BORGES,33,SALA 540,CENTRO,FORTALEZA,CE,,SALA,35,Ativo
3247,PEDRO I,233,AP 504 ED PARAGUACU,CENTRO,FORTALEZA,CE,60035100,RESIDENCIAL,60,Ativo
3247,PEDRO I,233,AP 504 ED PARAGUACU,CENTRO,FORTALEZA,CE,60035100,RESIDENCIAL,60,Ativo
4368,PEDRO RIBEIRO,217,,MONDUBIM,FORTALEZA,CE,,CASA,,Ativo
3210,PEREIRA DE MIRANDA,1530,AP 102 ED RENASCER,PAPICU,FORTALEZA,CE,60175045,APARTAMENTO,,Ativo
0083,PEREIRA FILGUEIRAS,1964,APTO 301,ALDEOTA,FORTALEZA,CE,60160150,RESIDENCIAL,110,Ativo
0087,PEREIRA FILGUEIRAS,1976,APTO 202,ALDEOTA,FORTALEZA,CE,60160150,,100,Ativo
0082,PEREIRA FILGUEIRAS,1970,,ALDEOTA,FORTALEZA,CE,60160150,COMERCIAL,80,Ativo
0084,PEREIRA FILGUEIRAS,1976,APTO 201,ALDEOTA,FORTALEZA,CE,60160150,,100,Ativo
0089,PEREIRA FILGUEIRAS,1976,AP 302 ED BANDEIRA DE MELO,ALDEOTA,FORTALEZA,CE,60160150,APARTAMENTO,,Ativo
0084,PEREIRA FILGUEIRAS,1976,APTO 201,ALDEOTA,FORTALEZA,CE,60160150,,100,Ativo
0087,PEREIRA FILGUEIRAS,1976,APTO 202,ALDEOTA,FORTALEZA,CE,60160150,,100,Ativo
0333,PEREIRA VALENTE,640,AP 1501 ED ITAPARICA,MEIRELES,FORTALEZA,CE,60160250,APARTAMENTO,,Ativo
3170,PEREIRA VALENTE,595,AP 202 ED PAUL CEZANNE,ALDEOTA,FORTALEZA ,CE,60160250,,,Ativo
3162,PETRONIO PORTELA,100,,ÁGUA FRIA,FORTALEZA ,CE,60810820,CASA,,Ativo
3255,PETRONIO PORTELA,418,AP 202 BL 01 ED PREMIUM COND CLUBE,AGUÁ FRIA,FORTALEZA,CE,60810820,APARTAMENTO,,Ativo
4306,PINTO MADEIRA ,667,"AP 1601 , ED ZARAGOZZA",CENTRO,FORTALEZA,CE,60150000,APARTAMENTO,,Ativo
3311,PINTOR ANTONIO BANDEIRA,4551,COND JADE CASA 45,PRAIA DO FUTURO,FORTALEZA ,CE,60182301,CASA,,Ativo
2573,PONTES VIEIRA,1234,AP 1404 ED ACTIVE,DIONISIO TORRES,FORTALEZA,CE,60130240,RESIDENCIAL,60,Ativo
3118,PREFEITO JUACI SAMPAIO PONTES,400,AP 303 BL C COND. PIATÃ,CENTRO,CAUCAIA,CE,61600650,,,Ativo
1258,PRESIDENTE GETULIO VARGAS,440, ,CENTRO - CAUCAIA                                                ,CAUCAIA                                                         ,CE,61600110,CASA                          ,,Ativo
0472,PRFESSOR FRANCISCO GONÇALVES,1300,"AP 503, ED MARCELLA",DIONISIO TORRES,FORTALEZA,CE,60135430,APARTAMENTO,,Ativo
3015,PROFESSOR DIAS DA ROCHA,471,AP1303ED HUMBERTO FONTENELE,MEIRELES,FORTALEZA,CE,60170310,APARTAMENTO,,Ativo
3087,PROFESSOR DIAS DA ROCHA,371,AP 601 ED TEREZA MENDES,MEIRELES,FORTALEZA ,CE,60170310,APARTAMENTO,,Ativo
2988,PROFESSOR DIAS DA ROCHA,319,,MEIRELES,FORTALEZA,CE,60170310,RESIDENCIAL/COMERCIAL,350,Ativo
3616,PROFESSOR DIAS DA ROCHA,162,,MEIRELES,FORTALEZA,CE,60170310,RESIDENCIAL,50,Ativo
3015,PROFESSOR DIAS DA ROCHA,471,AP1303ED HUMBERTO FONTENELE,MEIRELES,FORTALEZA,CE,60170310,APARTAMENTO,,Ativo
3173,PROFESSOR DIAS DA ROCHA,684,AP 1202 ED PLANCTON,MEIRELES,FORTALEZA,CE,60170310,APARTAMENTO,,Ativo
3127,PROFESSOR FRANCISCO GONCALVES,1391,AP 401 ED JARDIM DE ESPANHA,COCO,FORTALEZA,CE,60192170,APARTAMENTO,,Ativo
3239,PROFESSOR MANOEL LOURENÇO,95,AP 108 TORRE A COND VIVENDAS JOQUEI VILLE,JOQUEI CLUBE,FORTALEZA,CE,60020181,APARTAMENTO,,Ativo
4702,PROFESSOR  VIRGILIO MORAIS,609,A,AUTRAN NUNES,FORTALEZA,CE,60526720,APARTAMENTO,60,Ativo
4398,PROFESSOR VIRGILIO MORAIS,609,,ANTRAN MNUNES,FORTALEZA,CE,,PONTO COMERCIAL,86,Ativo
4442,PV CAJUEIRO DO MINISTRO,0,,DISTRITO PATACAS,AQUIRAZ,CE,61700000,RESIDENCIAL/COMERCIAL,300,Ativo
2627,R 0008 (MIRASSOL),201,CONJ PLANALTO MIRASSOL,PARQUE DOIS IRMÃOS                                              ,FORTALEZA                                                       ,CE,60743280,CASA                          ,,Ativo
1634,R 0045,900,ETAPA 3,PREFEITO JOSE WALTER                                            ,FORTALEZA                                                       ,CE,60750590,CASA                          ,,Ativo
3185,R 0108,347,A,CONJUNTO ESPERANCA,FORTALEZA,CE,60763570,CASA,,Ativo
3186,R 0108,347,B,CONJUNTO ESPERANCA,FORTALEZA ,CE,60763570,CASA,,Ativo
3184,R 0108,347,,CONJUNTO ESPERANCA,FORTALEZA,CE,60763570,CASA,,Ativo
3289,R- 03 PQ DOS PASSAROS/LOT BAIRRO ,350,AP104 TORRE 6 COND JARDIM DAS MARGARIDAS,PEDRA,FORTALEZA,CE,60878045,APARTAMENTO,,Ativo
2668,R 05 (LOTEAMENTO PARQUE VERDE),36,COND PARQUE VERDE CASA 58,JANGURUSSU                                                      ,FORTALEZA                                                       ,CE,60876705,CASA                          ,,Ativo
3672,R- 0868,26,1º ETAPA,CONJUNTO CEARA,FORTALEZA,CE,60532440,CASA,,Ativo
4866,R 1,45 AP 101E BL 02, RESIDENCIAL GRANADA II,PAUMIRIM,CAUCAIA,CE,,APARTAMENTO,,Ativo
2669,R 112 (TUPAN MIRIM),102,AP 103,PARQUE DOIS IRMÃOS                                              ,FORTALEZA                                                       ,CE,60744510,APARTAMENTO                   ,,Ativo
1788,R 1131,27,CASA 27 ETAPA 4,CONJ. CEARA,FORTALEZA,CE,60533590,CASA,,Ativo
4320,R 12,9,,CONJ. INDUSTRIAL,MARACANAÚ,CE,61925220,CASA,,Ativo
3953,R- 13,461,,CONJ NOVO MARACANAU,MARACANAÚ,CE,61900000,CASA,,Ativo
4419,R 20 CONJ COHABECE,630,CS 1005 TERREO,VILA VELHA,FORTALEZA,CE,60348060,CASA,,Ativo
4660,R 4,90,A,ITAPERI,FORTALEZA,CE,60743240,COMERCIAL,43,Ativo
2800,R 404,104,                                                                ,CONJUNTO SAO CRISTOVAO                                          ,FORTALEZA                                                       ,CE,60530820,APARTAMENTO                   ,,Ativo
2795,R 408A (S CRISTOVAO),104,                                                                ,JANGURUSSU                                                      ,FORTALEZA                                                       ,CE,60866750,CASA                          ,,Ativo
1227,R- 5,100,AP 232E ED SOLAR DAS AMORAS COND PARQUE DEL SOL,CIDADE DOS FUNCIONARIOS,FORTALEZA,CE,60824040,APARTAMENTO,,Ativo
3502,R- A (ATUAL RAUL NOGUEIRA),112,,GERERAU,ITAITINGUA,CE,61880000,CASA,,Ativo
3437,R- ABEL GARCIA,911,ALTOS,VILA UNIÃO,FORTALEZA,CE,60410760,CASA,,Ativo
3774,R- ABILIO MARTINS ,920,,AMADEU FORTADO,FORTALEZA,CE,60544472,CASA,,Ativo
2118,R ACARAU,32, ,MEIRELES                                                        ,FORTALEZA                                                       ,CE,60160180,CASA                          ,,Ativo
2479,R ADAIL TEIXEIRA,110,CASA 1 COND RESIDENCIAL AGUA FRIA,EDSON QUEIROZ                                                   ,FORTALEZA                                                       ,CE,60811730,CASA                          ,,Ativo
3748,R- ADOLFO HERBSTER,320,,BENFICA,FORTALEZA,CE,60020330,CASA,,Ativo
1935,R ADOLFO SILVEIRA,10,AP 305 ED JOSE OLAVO,MONTE CASTELO                                                   ,FORTALEZA                                                       ,CE,60325100,APARTAMENTO                   ,,Ativo
2811,R ADRIANO MARTINS,19,                                                                ,JACARECANGA                                                     ,FORTALEZA                                                       ,CE,60010590,CASA                          ,,Ativo
2514,R AFONSO CELSO,1103,SALA 106,ALDEOTA                                                         ,FORTALEZA                                                       ,CE,60140190,SALA                          ,,Ativo
2418,R AFONSO CELSO,1103,SALA 101,ALDEOTA                                                         ,FORTALEZA                                                       ,CE,60140190,SALA                          ,,Ativo
2395,R AFONSO CELSO,1103, ,ALDEOTA                                                         ,FORTALEZA                                                       ,CE,60140190,PONTO COMERCIAL               ,,Ativo
2515,R AFONSO CELSO,1103,SALA 107,ALDEOTA                                                         ,FORTALEZA                                                       ,CE,60140190,SALA                          ,,Ativo
3706,R- AGUA VIVA,445,III ETAPA AP 104 BL 3  ED PALM BEACH,PORTOS DAS DUNAS,FORTALEZA,CE,61700000,APARTAMENTO,,Ativo
2736,RAIMUNDO LAUREANO SAMPAIO,1223,CASA 14 COND SOLAR DO PECEM                                     ,CENTRO                                                          ,SAO GONCALO DO AMARANTE                                         ,CE,62670000,CASA                          ,,Ativo
3156,RAIMUNDO OLIVEIRA FILHO,133,AP 302 ED SAN MAGNUM,PAPICU,FORTALZA,CE,60155170,APARTAMENTO,,Ativo
2271,R A (JARDIM ITAPERI),420,"(LOTEAMENTO EXPEDICIONARIOS), PARQUE DOIS IRMÃOS",PASSARÉ,FORTALEZA,CE,60742510,RESIDENCIAL,,Ativo
4965,R ALAGOAS,378,LOJA C,DEMOCRITO ROCHA,FORTALEZA,CE,60440150,,0,Ativo
3931,R- ALAMEDA DAS CECILIAS,172,A QUADRA 34,CIDADE 2000,FORTALEZA,CE,60190240,CASA,,Ativo
3601,R- ALAMEDA VERDE,100,AP 302 BL 04 RES ECO FIT EUSEBIO ROD-CE 040,COACU,EUSEBIO,CE,61760000,APARTAMENTO,,Ativo
1534,R ALBERTO FEITOSA LIMA,61,AP 704 ED LAURO ARAUJO,LUCIANO CAVALCANTE                                              ,FORTALEZA                                                       ,CE,60810000,APARTAMENTO                   ,,Ativo
1554,R ALBERTO FEITOSA LIMA,61,AP 403 ED LAURO ARAUJO,EDSON QUEIROZ                                                   ,FORTALEZA                                                       ,CE,60810000,APARTAMENTO                   ,,Ativo
2278,R ALBERTO FEITOSA LIMA,100,ED VILA FIORI  APT 1100,EDSON QUEIROZ                                                   ,FORTALEZA                                                       ,CE,60810000,APARTAMENTO                   ,,Ativo
2762,R ALBERTO MAGNO,243,LOJA                                                            ,JARDIM AMERICA                                                  ,FORTALEZA                                                       ,CE,60435000,LOJA                          ,,Ativo
2763,R ALBERTO MAGNO,243,ALTOS,BOM FUTURO,FORTALEZA,CE,60425235,COMERCIAL,120,Ativo
1727,R ALERTA,15, ,FARIAS BRITO                                                    ,FORTALEZA                                                       ,CE,60015170,CASA                          ,,Ativo
1751,R ALERTA,48, ,FARIAS BRITO                                                    ,FORTALEZA                                                       ,CE,60015170,CASA                          ,,Ativo
1728,R ALERTA,13, ,FARIAS BRITO                                                    ,FORTALEZA                                                       ,CE,60015170,CASA                          ,,Ativo
3139,R- ALERTA,52,,FARIAS BRITO,FORTALEZA,CE,60015170,CASA,,Ativo
0177,R- ALFEU ABOIM,681, ,PAPICU                                                          ,FORTALEZA                                                       ,CE,60155370,CASA                          ,,Ativo
2505,R ALFREDO DE CASTRO,835, ,MONTESE                                                         ,FORTALEZA                                                       ,CE,60420520,PONTO COMERCIAL               ,,Ativo
3846,R- ALMEIDA PRADO ,610,AP 101 ED SAINT LOUIS,PAPICU,FORTALEZA,CE,60176085,APARTAMENTO,,Ativo
2793,R ALMIRANTE RUBIM,1171,AP 101                                                          ,MONTESE                                                         ,FORTALEZA                                                       ,CE,60435480,APARTAMENTO                   ,,Ativo
4342,R A (LOT. MRV MAGIS - DENDE),90,AP 110 BL 6 ED FOUR LIFE LIBERDADE,RACHEL DE QUEIROZ,FORTALEZA,CE,60714750,RESIDENCIAL,0,Ativo
4341,R A (LOT. MRV MAGIS - DENDE),90,AP 305 BL 5 ED FOUR LIFE LIBERDADE,RACHEL DE QUEIROZ,FORTALEZA,CE,60714750,RESIDENCIAL,0,Ativo
3398,R- A (LOT. MRV MAGIS - DENDE),90,AP 402 BL 1 ED FOUR LIFE LIBERDADE,MARAPONGA,FORTALEZA,CE,60714750,APARTAMENTO,,Ativo
3451,R-A (LOT. MRV MAGIS - DENDE),90,AP 112 BL 7 ED FOUR LIFE LIBERDADE,MARAPONGA,FORTALEZA,CE,60714750,APARTAMENTO,,Ativo
3909,R ALUISIO AZEVEDO ,192,,JOQUEM CLUBE,FORTALEZA,CE,60510075,CASA,,Ativo
3839,R- ALUISIO AZEVEDO,73,,JOQUEM CLUBE,FORTALEZA,CE,60510075,CASA,,Ativo
0017,R ALVARO BOMILCAR,3628,AP 301 ED MARIA HELENA,TAUAPE                                                          ,FORTALEZA                                                       ,CE,60120280,APARTAMENTO                   ,,Ativo
0095,R ALVARO BOMILCAR,3628,AP 202 ED MARIA HELENA,TAUAPE                                                          ,FORTALEZA                                                       ,CE,60120280,APARTAMENTO                   ,,Ativo
3490,R- ALVARO FERNANDES,243,AP 401 BL B RES PARQUE ATLANTICO,DAMAS,FORTALEZA,CE,60420570,APARTAMENTO,,Ativo
4787,R AMANCIO VALENTE,0,L019 Q065,CAMBEBA,FORTALEZA,CE,60822155,COMERCIAL,0,Ativo
2703,R AMELIA BENEBIEN,575,AP 501 ED VILLA RICA,PAPICU                                                          ,FORTALEZA                                                       ,CE,60176010,APARTAMENTO                   ,,Ativo
3335,R- AMELIA BENEBIEN,333,AP 601 ED ITAPEMA,PAPICU,FORTALEZA ,CE,60170010,APARTAMENTO,,Ativo
3709,R- AMELIA BENEBIEN ,230,AP 101 ED NUNES MELO,PAPICU,FORTALEZA,CE,60176010,APARTAMENTO,,Ativo
4025,RAMOS BOTELHO ,130,AP 302 ED ABARANA,PAPICU,FORTALEZA,CE,60175265,APARTAMENTO,,Ativo
1710,R ANA BILHAR,940,AP 1404 ED MILLENIUM,MEIRELES                                                        ,FORTALEZA                                                       ,CE,60160110,APARTAMENTO                   ,,Ativo
0331,R ANA BILHAR,1235,AP 204 ED ROMA,MEIRELES,FORTALEZA,CE,60160110,RESIDENCIAL,,Ativo
0331,R ANA BILHAR,1235,AP 204 ED ROMA,MEIRELES,FORTALEZA,CE,60160110,RESIDENCIAL,,Ativo
0631,R ANA BILHAR,55,AP 501 ED VILA BEIRUTE,MEIRELES                                                        ,FORTALEZA                                                       ,CE,60160110,APARTAMENTO                   ,,Ativo
1601,R ANA BILHAR,54,AP 701 ED REGINALDO ROCHA,MEIRELES                                                        ,FORTALEZA                                                       ,CE,60160110,APARTAMENTO                   ,,Ativo
2007,R ANA BILHAR,491,AP 203 ED HAMILTON NOGUEIRA,MEIRELES                                                        ,FORTALEZA                                                       ,CE,60160110,APARTAMENTO                   ,,Ativo
2109,R ANA BILHAR,1125, ,MEIRELES                                                        ,FORTALEZA                                                       ,CE,60160110,PONTO COMERCIAL               ,,Ativo
0348,R ANA BILHAR,1235,AP 702 ED ROMA,MEIRELES                                                        ,FORTALEZA                                                       ,CE,60160110,APARTAMENTO                   ,,Ativo
2704,R ANA BILHAR,940,AP 2101 ED MILLENIUM,MEIRELES                                                        ,FORTALEZA                                                       ,CE,60160110,APARTAMENTO                   ,,Ativo
0119,R ANA BILHAR,491,AP 903 ED HAMILTON NOGUEIRA,MEIRELES                                                        ,FORTALEZA                                                       ,CE,60160110,APARTAMENTO                   ,,Ativo
0123,R ANA BILHAR,491,AP 701 ED HAMILTON NOGUEIRA,MEIRELES                                                        ,FORTALEZA                                                       ,CE,60160110,APARTAMENTO                   ,,Ativo
0020,R ANA BILHAR,868,AP 603 ED SAQUAREMA,MEIRELES                                                        ,FORTALEZA                                                       ,CE,60160110,APARTAMENTO                   ,,Ativo
1972,R ANA BILHAR,1121, ,MEIRELES                                                        ,FORTALEZA                                                       ,CE,60160110,CASA                          ,,Ativo
3465,R-  ANA BILHAR,55,AP 1602 ED VILA BEIRUTE,MEIRELES,FORTALEZA,CE,60160110,APARTAMENTO,,Ativo
3454,R- ANA BILHAR,1235,AP 101 ED ROMA,VARJOTA,FORTALEZA,CE,60160110,APARTAMENTO,,Ativo
1411,R ANDRADE FURTADO,147,AP 1401 ED MIRANTE DO PARQUE,COCO                                                            ,FORTALEZA                                                       ,CE,60190070,APARTAMENTO                   ,,Ativo
4760,R ANDRADE FURTADO,2442,LOJA 02,CIDADE 2000,FORTALEZA,CE,60191345,COMERCIAL,28,Ativo
4761,R ANDRADE FURTADO,2442,AP 01,CIDADE 2000,FORTALEZA,CE,60191345,RESIDENCIAL,28,Ativo
2766,R ANDRADE FURTADO,2105,AP 404                                                          ,COCO                                                            ,FORTALEZA                                                       ,CE,60192085,APARTAMENTO                   ,,Ativo
4759,R ANDRADE FURTADO,2442,LOJA 01,CIDADE 2000,FORTALEZA,CE,60191345,COMERCIAL,28,Ativo
4763,R ANDRADE FURTADO,2442,AP 02,CIDADE 2000,FORTALEZA,CE,60191345,RESIDENCIAL,28,Ativo
0409,R ANDRADE FURTADO,1805,AP 103 BL B ED ANTILHAS,COCO                                                            ,FORTALEZA                                                       ,CE,60190070,APARTAMENTO                   ,,Ativo
1236,R ANDRÉ DALLOLIO,755,AP 203 ED PIRES & PIRES,PAPICU                                                          ,FORTALEZA                                                       ,CE,60176010,APARTAMENTO                   ,,Ativo
1152,R ANDRÉ DALLOLIO,755,AP 103 ED PIRES & PIRES,PAPICU                                                          ,FORTALEZA                                                       ,CE,60176010,APARTAMENTO                   ,,Ativo
2694,R ANDRÉ DALLOLIO,800,AP 403 ED PLANALTO,PAPICU                                                          ,FORTALEZA                                                       ,CE,60155190,APARTAMENTO                   ,,Ativo
3566,R- ANDRÉ DALLOLIO,530,AP 1404 ED GIARDINO CASANOVA,PAPICU,FORTALEZA,CE,60155190,APARTAMENTO,,Ativo
2547,R ANGELO RATACASO,89, ,CENTRO                                                          ,FORTALEZA                                                       ,CE,60040070,GALPAO                        ,,Ativo
3769,R- ANJO BRANCO,1131,AP 1202 TORRE ALEGRIA ED PARC DU SOLEIL,CAMBEBA,FORTALEZA,CE,60822165,APARTAMENTO,,Ativo
2146,R ANTENOR FROTA WANDERLEY,461, ,BENFICA                                                         ,FORTALEZA                                                       ,CE,60020350,CASA                          ,,Ativo
0280,R ANTONELE BEZERRA,26,AP 403 ED CARAVELAS,MEIRELES                                                        ,FORTALEZA                                                       ,CE,60160070,APARTAMENTO                   ,,Ativo
2121,R ANTONINA DO NORTE,194,AP 248 BL 4 ED JARDIM MONTE CASTELO,MONTE CASTELO                                                   ,FORTALEZA                                                       ,CE,60325610,APARTAMENTO                   ,,Ativo
4187,R ANTONINO FONTENELE,127,ALTOS,ALVARO WEYNE,FORTALEZA,CE,60335440,CASA,,Ativo
1938,R ANTONINO FONTENELE,121, ,ÁLVARO WEYNE                                                    ,FORTALEZA                                                       ,CE,60335440,CASA                          ,,Ativo
4842,R. ANTONIO ATUALPA RODRIGUES,100,AP 107 ED VG FUN RESIDENCE,PRAIA DO FUTURO,FORTALEZA,CE,60182490,APARTAMENTO,,Ativo
4332,R ANTONIO AUGUSTO,52,AP 1205 ED PIAZZA COLISEU,MEIRELES,Fortaleza,CE,,Apartamento,96,Ativo
2827,R ANTONIO AUGUSTO,52,AP 1403 NORTE SUL ED PIAZZA COLISEU                             ,MEIRELES                                                        ,FORTALEZA                                                       ,CE,60110370,APARTAMENTO                   ,,Ativo
4216,R ANTONIO AUGUSTO,120,VAGA DE GARAGEM 07,MEIRELES,FORTALEZA,CE,60110370,RESIDENCIAL/COMERCIAL,11,Ativo
1116,R ANTONIO AUGUSTO,483,AP 505 ED MONSENHOR TABOSA,MEIRELES                                                        ,FORTALEZA                                                       ,CE,60110370,APARTAMENTO                   ,,Ativo
1188,R ANTONIO AUGUSTO,483,AP 1103 ED MONSENHOR TABOSA,MEIRELES                                                        ,FORTALEZA                                                       ,CE,60110370,APARTAMENTO                   ,,Ativo
1200,R ANTONIO AUGUSTO,483,AP 301 ED MONSENHOR TABOSA,MEIRELES,FORTALEZA,CE,60110370,APARTAMENTO,,Ativo
2584,R ANTONIO AUGUSTO,1679,AP 903 ED MADRI,ALDEOTA                                                         ,FORTALEZA                                                       ,CE,60110370,APARTAMENTO                   ,,Ativo
2880,R ANTONIO AUGUSTO,1271,SALA 501/502 ED MEDICAL GENESIS,ALDEOTA                                                         ,FORTALEZA                                                       ,CE,60110370,SALA                          ,,Ativo
4290,R- ANTONIO AUGUSTO,52,AP 1201 ED PIAZZA COLISEU,MEIRELES,FORTALEZA,CE,60110370,APARTAMENTO,96,Ativo
3514,R- ANTONIO AUGUSTO,52,AP 2001 ED PIAZZA COLISEU,MEIRELES,FORALEZA,CE,60110370,APARTAMENTO,,Ativo
4290,R- ANTONIO AUGUSTO,52,AP 1201 ED PIAZZA COLISEU,MEIRELES,FORTALEZA,CE,60110370,APARTAMENTO,96,Ativo
1119,R- ANTONIO AUGUSTO ,483,AP 802 ED MONSENHOR TABOSA,MEIRELES,FORTALEZA,CE,60110370,APARTAMENTO,,Ativo
2832,R ANTONIO BARBOSA,1060,CS 08 BL 4 COND RES LULA PARK                                        ,PREFEITO JOSE WALTER                                            ,FORTALEZA                                                       ,CE,60760410,CASA                          ,,Ativo
2806,R ANTONIO BARBOSA,1060,CASA 5 BL 4 COND LULA PARK                                      ,PREFEITO JOSE WALTER                                            ,FORTALEZA                                                       ,CE,60760410,CASA                          ,,Ativo
2759,R ANTONIO BOTELHO,776,                                                                ,SERRINHA                                                        ,FORTALEZA                                                       ,CE,60741110,CASA                          ,,Ativo
2760,R ANTONIO CORREIA LIMA,3883,                                                                ,MONTESE                                                         ,FORTALEZA                                                       ,CE,60410360,CASA                          ,,Ativo
4354,R- ANTONIO SALES,302,CASA 08,IPARANA,CAUCAIA,CE,61627230,,,Ativo
2473,R ARAKEN SILVA,113,A,DIONISIO TORRES                                                 ,FORTALEZA                                                       ,CE,60170190,PONTO COMERCIAL               ,,Ativo
3548,R- ARAKEN SILVA,113,,DIONISIO TORRES,FORTALEZA,CE,60170190,PONTO COMECIAL,,Ativo
2556,R ARI MAIA,440, ,BOM JARDIM                                                      ,FORTALEZA                                                       ,CE,60545200,CASA                          ,,Ativo
2513,R ARQTO REGINALDO RANGEL,155,AP 1402 ED VITORIA PARK,COCO                                                            ,FORTALEZA                                                       ,CE,60191250,APARTAMENTO                   ,,Ativo
4063,R- ARQTO REGINALDO RANGEL,155,AP 703 ED VITORIA PARK,COCO,FORTALEZA,CE,60191250,APARTAMENTO,,Ativo
3403,R- ARQTO REGINALDO RANGEL,155,AP 903 ED VITORIA PARK,COCO,FORTALEZA ,CE,60191250,APARTAMENTO,,Ativo
4313,R ARQUITETO REGINALDO RANGEL,155,AP 1304 ED  VITORIA PARK,COCO,FORTALEZA,CE,60192320,APARTAMENTO,68,Ativo
